date,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,T20_min_x,ST_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x,T20_mean_y,ST_mean_y,T60_mean_y,H_mean_y,T20_min_y,ST_min_y,T60_min_y,H_min_y,T20_max_y,ST_max_y,T60_max_y,H_max_y,T20_mean_z,ST_mean_z,T60_mean_z,H_mean_z,T20_min_z,ST_min_z,T60_min_z,H_min_z,T20_max_z,ST_max_z,T60_max_z,H_max_z
2017-05-16,22.284027777777776,23.198611111111102,22.236805555555552,74.43055555555556,14.3,17.4,13.0,44.0,32.8,29.5,33.5,100.0,18.21111111111111,19.086111111111116,17.911805555555564,88.15972222222223,16.3,16.9,14.9,76.0,21.2,21.1,21.6,100.0,22.488888888888884,22.429861111111116,22.65069444444444,67.52777777777777,14.4,17.4,13.8,35.0,31.4,30.7,33.0,100.0
2017-05-17,21.576388888888886,22.543055555555565,21.556944444444454,74.94444444444444,16.9,19.5,16.7,49.0,31.5,27.1,31.6,100.0,22.284027777777776,23.198611111111102,22.236805555555552,74.43055555555556,14.3,17.4,13.0,44.0,32.8,29.5,33.5,100.0,18.21111111111111,19.086111111111116,17.911805555555564,88.15972222222223,16.3,16.9,14.9,76.0,21.2,21.1,21.6,100.0
2017-05-18,20.143055555555563,21.102083333333326,20.10416666666667,57.90277777777778,14.7,16.8,14.3,32.0,29.4,26.5,30.5,84.0,21.576388888888886,22.543055555555565,21.556944444444454,74.94444444444444,16.9,19.5,16.7,49.0,31.5,27.1,31.6,100.0,22.284027777777776,23.198611111111102,22.236805555555552,74.43055555555556,14.3,17.4,13.0,44.0,32.8,29.5,33.5,100.0
2017-05-19,19.873611111111103,21.168749999999992,20.64166666666667,72.49305555555556,13.4,17.1,12.9,41.0,27.7,25.3,52.5,99.0,20.143055555555563,21.102083333333326,20.10416666666667,57.90277777777778,14.7,16.8,14.3,32.0,29.4,26.5,30.5,84.0,21.576388888888886,22.543055555555565,21.556944444444454,74.94444444444444,16.9,19.5,16.7,49.0,31.5,27.1,31.6,100.0
2017-05-20,22.336111111111116,23.52847222222222,22.64861111111111,69.43055555555556,14.6,17.7,13.9,22.0,32.6,32.1,34.2,100.0,19.873611111111103,21.168749999999992,20.64166666666667,72.49305555555556,13.4,17.1,12.9,41.0,27.7,25.3,52.5,99.0,20.143055555555563,21.102083333333326,20.10416666666667,57.90277777777778,14.7,16.8,14.3,32.0,29.4,26.5,30.5,84.0
2017-05-21,22.879861111111108,24.39583333333334,23.174999999999997,72.97916666666667,14.9,18.4,14.2,22.0,33.4,33.3,36.3,100.0,22.336111111111116,23.52847222222222,22.64861111111111,69.43055555555556,14.6,17.7,13.9,22.0,32.6,32.1,34.2,100.0,19.873611111111103,21.168749999999992,20.64166666666667,72.49305555555556,13.4,17.1,12.9,41.0,27.7,25.3,52.5,99.0
2017-05-22,23.988194444444453,24.85763888888889,24.458333333333357,63.326388888888886,14.7,18.8,14.4,26.0,34.0,33.1,37.2,97.0,22.879861111111108,24.39583333333334,23.174999999999997,72.97916666666667,14.9,18.4,14.2,22.0,33.4,33.3,36.3,100.0,22.336111111111116,23.52847222222222,22.64861111111111,69.43055555555556,14.6,17.7,13.9,22.0,32.6,32.1,34.2,100.0
2017-05-23,24.973611111111115,25.428472222222226,25.34930555555555,64.52083333333333,16.2,19.6,16.0,26.0,36.4,33.1,37.8,93.0,23.988194444444453,24.85763888888889,24.458333333333357,63.326388888888886,14.7,18.8,14.4,26.0,34.0,33.1,37.2,97.0,22.879861111111108,24.39583333333334,23.174999999999997,72.97916666666667,14.9,18.4,14.2,22.0,33.4,33.3,36.3,100.0
2017-05-24,24.09652777777779,25.571527777777774,24.76180555555555,68.34722222222223,17.1,20.5,16.7,34.0,32.1,33.0,34.9,95.0,24.973611111111115,25.428472222222226,25.34930555555555,64.52083333333333,16.2,19.6,16.0,26.0,36.4,33.1,37.8,93.0,23.988194444444453,24.85763888888889,24.458333333333357,63.326388888888886,14.7,18.8,14.4,26.0,34.0,33.1,37.2,97.0
2017-05-25,24.29791666666666,25.84027777777777,23.13642857142858,68.3125,16.7,20.4,4.5,30.0,33.0,33.8,36.1,100.0,24.09652777777779,25.571527777777774,24.76180555555555,68.34722222222223,17.1,20.5,16.7,34.0,32.1,33.0,34.9,95.0,24.973611111111115,25.428472222222226,25.34930555555555,64.52083333333333,16.2,19.6,16.0,26.0,36.4,33.1,37.8,93.0
