date,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,T20_min_x,ST_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x,T20_mean_y,ST_mean_y,T60_mean_y,H_mean_y,T20_min_y,ST_min_y,T60_min_y,H_min_y,T20_max_y,ST_max_y,T60_max_y,H_max_y,T20_mean_z,ST_mean_z,T60_mean_z,H_mean_z,T20_min_z,ST_min_z,T60_min_z,H_min_z,T20_max_z,ST_max_z,T60_max_z,H_max_z
2018-06-02,19.719444444444438,21.23472222222222,19.79513888888888,91.42708333333333,17.8,20.5,17.7,76.4,24.9,22.0,24.8,99.2,21.918749999999992,22.645138888888887,21.99097222222221,88.84652777777771,19.0,21.6,18.9,71.0,28.5,24.0,29.1,99.8,23.595138888888883,23.01875000000001,23.32291666666667,85.99236111111102,19.1,21.4,18.8,63.3,31.0,24.5,29.3,100.0
2018-06-03,24.720138888888894,22.99861111111111,25.76874999999999,64.98055555555558,15.9,19.5,15.9,30.1,36.4,26.9,40.5,96.3,19.719444444444438,21.23472222222222,19.79513888888888,91.42708333333333,17.8,20.5,17.7,76.4,24.9,22.0,24.8,99.2,21.918749999999992,22.645138888888887,21.99097222222221,88.84652777777771,19.0,21.6,18.9,71.0,28.5,24.0,29.1,99.8
2018-06-04,24.27847222222223,23.38055555555555,24.885416666666668,72.48749999999997,16.5,20.5,16.5,34.6,33.7,26.9,39.3,100.0,24.720138888888894,22.99861111111111,25.76874999999999,64.98055555555558,15.9,19.5,15.9,30.1,36.4,26.9,40.5,96.3,19.719444444444438,21.23472222222222,19.79513888888888,91.42708333333333,17.8,20.5,17.7,76.4,24.9,22.0,24.8,99.2
2018-06-05,25.087499999999995,24.29791666666668,25.561111111111117,70.14374999999995,17.1,21.2,17.0,32.5,33.9,27.9,39.0,97.5,24.27847222222223,23.38055555555555,24.885416666666668,72.48749999999997,16.5,20.5,16.5,34.6,33.7,26.9,39.3,100.0,24.720138888888894,22.99861111111111,25.76874999999999,64.98055555555558,15.9,19.5,15.9,30.1,36.4,26.9,40.5,96.3
2018-06-06,25.69027777777778,24.54305555555556,26.097916666666674,68.44166666666663,17.3,21.6,17.3,33.7,34.9,27.6,39.3,93.3,25.087499999999995,24.29791666666668,25.561111111111117,70.14374999999995,17.1,21.2,17.0,32.5,33.9,27.9,39.0,97.5,24.27847222222223,23.38055555555555,24.885416666666668,72.48749999999997,16.5,20.5,16.5,34.6,33.7,26.9,39.3,100.0
2018-06-07,24.516666666666666,24.00972222222221,24.57083333333334,75.97916666666667,18.0,22.1,18.0,39.7,33.4,26.6,35.9,96.0,25.69027777777778,24.54305555555556,26.097916666666674,68.44166666666663,17.3,21.6,17.3,33.7,34.9,27.6,39.3,93.3,25.087499999999995,24.29791666666668,25.561111111111117,70.14374999999995,17.1,21.2,17.0,32.5,33.9,27.9,39.0,97.5
2018-06-08,21.21944444444445,22.658333333333356,21.284722222222232,93.57777777777778,17.9,21.6,18.0,83.6,26.7,23.5,26.4,100.0,24.516666666666666,24.00972222222221,24.57083333333334,75.97916666666667,18.0,22.1,18.0,39.7,33.4,26.6,35.9,96.0,25.69027777777778,24.54305555555556,26.097916666666674,68.44166666666663,17.3,21.6,17.3,33.7,34.9,27.6,39.3,93.3
2018-06-09,23.927777777777784,23.698611111111106,24.312499999999993,85.01875000000001,19.6,22.2,19.6,46.0,33.1,26.2,37.8,100.0,21.21944444444445,22.658333333333356,21.284722222222232,93.57777777777778,17.9,21.6,18.0,83.6,26.7,23.5,26.4,100.0,24.516666666666666,24.00972222222221,24.57083333333334,75.97916666666667,18.0,22.1,18.0,39.7,33.4,26.6,35.9,96.0
2018-06-10,24.129861111111126,24.03402777777778,24.859027777777797,83.61527777777775,18.6,21.8,18.6,42.1,34.2,26.5,40.5,100.0,23.927777777777784,23.698611111111106,24.312499999999993,85.01875000000001,19.6,22.2,19.6,46.0,33.1,26.2,37.8,100.0,21.21944444444445,22.658333333333356,21.284722222222232,93.57777777777778,17.9,21.6,18.0,83.6,26.7,23.5,26.4,100.0
2018-06-11,26.33888888888889,24.90138888888889,26.29097222222223,79.64166666666668,19.7,23.4,19.8,38.6,36.6,27.5,40.7,100.0,24.129861111111126,24.03402777777778,24.859027777777797,83.61527777777775,18.6,21.8,18.6,42.1,34.2,26.5,40.5,100.0,23.927777777777784,23.698611111111106,24.312499999999993,85.01875000000001,19.6,22.2,19.6,46.0,33.1,26.2,37.8,100.0
