date,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,T20_min_x,ST_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x,T20_mean_y,ST_mean_y,T60_mean_y,H_mean_y,T20_min_y,ST_min_y,T60_min_y,H_min_y,T20_max_y,ST_max_y,T60_max_y,H_max_y,T20_mean_z,ST_mean_z,T60_mean_z,H_mean_z,T20_min_z,ST_min_z,T60_min_z,H_min_z,T20_max_z,ST_max_z,T60_max_z,H_max_z
2017-12-22,16.700694444444455,16.497916666666676,16.08125,98.20138888888889,11.3,14.6,11.6,85.0,29.4,19.8,28.0,100.0,16.331944444444446,16.132638888888884,15.874305555555557,98.30555555555556,10.8,14.3,11.3,84.0,29.1,19.2,28.5,100.0,15.453472222222214,16.09652777777778,15.652777777777771,97.85416666666667,10.9,14.4,11.4,76.0,26.7,18.7,26.2,100.0
2017-12-23,16.07013888888889,16.31597222222222,15.422916666666664,97.47916666666667,10.8,14.5,11.0,78.0,29.9,19.3,25.7,100.0,16.700694444444455,16.497916666666676,16.08125,98.20138888888889,11.3,14.6,11.6,85.0,29.4,19.8,28.0,100.0,16.331944444444446,16.132638888888884,15.874305555555557,98.30555555555556,10.8,14.3,11.3,84.0,29.1,19.2,28.5,100.0
2017-12-24,16.020138888888894,16.19722222222223,15.053472222222219,98.25694444444444,10.9,14.5,10.5,81.0,27.7,19.1,25.0,100.0,16.07013888888889,16.31597222222222,15.422916666666664,97.47916666666667,10.8,14.5,11.0,78.0,29.9,19.3,25.7,100.0,16.700694444444455,16.497916666666676,16.08125,98.20138888888889,11.3,14.6,11.6,85.0,29.4,19.8,28.0,100.0
2017-12-25,17.243055555555568,16.831944444444435,16.16111111111112,99.20833333333333,11.2,15.0,10.2,86.0,29.2,19.3,27.6,100.0,16.020138888888894,16.19722222222223,15.053472222222219,98.25694444444444,10.9,14.5,10.5,81.0,27.7,19.1,25.0,100.0,16.07013888888889,16.31597222222222,15.422916666666664,97.47916666666667,10.8,14.5,11.0,78.0,29.9,19.3,25.7,100.0
2017-12-26,16.430555555555568,17.138888888888886,16.02569444444445,99.05555555555556,12.0,15.9,12.2,87.0,27.2,19.2,25.5,100.0,17.243055555555568,16.831944444444435,16.16111111111112,99.20833333333333,11.2,15.0,10.2,86.0,29.2,19.3,27.6,100.0,16.020138888888894,16.19722222222223,15.053472222222219,98.25694444444444,10.9,14.5,10.5,81.0,27.7,19.1,25.0,100.0
2017-12-27,14.840277777777771,16.156944444444434,14.338888888888887,98.52083333333333,11.3,15.2,11.2,80.0,27.3,18.6,27.3,100.0,16.430555555555568,17.138888888888886,16.02569444444445,99.05555555555556,12.0,15.9,12.2,87.0,27.2,19.2,25.5,100.0,17.243055555555568,16.831944444444435,16.16111111111112,99.20833333333333,11.2,15.0,10.2,86.0,29.2,19.3,27.6,100.0
2017-12-28,13.521527777777784,15.423611111111114,12.709027777777779,100.0,11.2,14.9,10.4,100.0,25.3,17.0,24.0,100.0,14.840277777777771,16.156944444444434,14.338888888888887,98.52083333333333,11.3,15.2,11.2,80.0,27.3,18.6,27.3,100.0,16.430555555555568,17.138888888888886,16.02569444444445,99.05555555555556,12.0,15.9,12.2,87.0,27.2,19.2,25.5,100.0
2017-12-29,16.104166666666675,15.931944444444447,15.242361111111116,97.59722222222223,11.1,14.5,10.8,81.0,28.0,18.6,27.4,100.0,13.521527777777784,15.423611111111114,12.709027777777779,100.0,11.2,14.9,10.4,100.0,25.3,17.0,24.0,100.0,14.840277777777771,16.156944444444434,14.338888888888887,98.52083333333333,11.3,15.2,11.2,80.0,27.3,18.6,27.3,100.0
2017-12-30,15.61527777777778,16.04305555555554,14.887500000000005,98.79166666666667,11.2,14.8,11.0,86.0,26.5,18.1,24.4,100.0,16.104166666666675,15.931944444444447,15.242361111111116,97.59722222222223,11.1,14.5,10.8,81.0,28.0,18.6,27.4,100.0,13.521527777777784,15.423611111111114,12.709027777777779,100.0,11.2,14.9,10.4,100.0,25.3,17.0,24.0,100.0
2017-12-31,16.18333333333334,16.290972222222223,15.313888888888878,98.47222222222223,11.0,14.9,11.0,85.0,27.8,18.7,26.5,100.0,15.61527777777778,16.04305555555554,14.887500000000005,98.79166666666667,11.2,14.8,11.0,86.0,26.5,18.1,24.4,100.0,16.104166666666675,15.931944444444447,15.242361111111116,97.59722222222223,11.1,14.5,10.8,81.0,28.0,18.6,27.4,100.0
2018-01-01,12.746527777777771,15.090972222222243,12.22986111111111,100.0,10.7,14.6,10.3,100.0,18.2,15.9,17.5,100.0,16.18333333333334,16.290972222222223,15.313888888888878,98.47222222222223,11.0,14.9,11.0,85.0,27.8,18.7,26.5,100.0,15.61527777777778,16.04305555555554,14.887500000000005,98.79166666666667,11.2,14.8,11.0,86.0,26.5,18.1,24.4,100.0
2018-01-02,16.299305555555556,15.897916666666662,15.122222222222225,98.22222222222223,11.5,14.5,10.7,84.0,27.9,18.3,26.0,100.0,12.746527777777771,15.090972222222243,12.22986111111111,100.0,10.7,14.6,10.3,100.0,18.2,15.9,17.5,100.0,16.18333333333334,16.290972222222223,15.313888888888878,98.47222222222223,11.0,14.9,11.0,85.0,27.8,18.7,26.5,100.0
2018-01-03,16.003472222222218,15.993749999999997,14.792361111111116,99.09027777777777,11.3,14.1,10.8,90.0,25.6,17.9,24.5,100.0,16.299305555555556,15.897916666666662,15.122222222222225,98.22222222222223,11.5,14.5,10.7,84.0,27.9,18.3,26.0,100.0,12.746527777777771,15.090972222222243,12.22986111111111,100.0,10.7,14.6,10.3,100.0,18.2,15.9,17.5,100.0
2018-01-04,15.965277777777768,16.176388888888884,14.62152777777778,99.24305555555556,11.5,15.0,10.7,90.0,27.2,18.3,25.4,100.0,16.003472222222218,15.993749999999997,14.792361111111116,99.09027777777777,11.3,14.1,10.8,90.0,25.6,17.9,24.5,100.0,16.299305555555556,15.897916666666662,15.122222222222225,98.22222222222223,11.5,14.5,10.7,84.0,27.9,18.3,26.0,100.0
2018-01-05,16.55277777777778,16.268749999999997,15.315972222222216,98.46527777777777,11.4,14.8,10.9,83.0,30.5,18.9,27.2,100.0,15.965277777777768,16.176388888888884,14.62152777777778,99.24305555555556,11.5,15.0,10.7,90.0,27.2,18.3,25.4,100.0,16.003472222222218,15.993749999999997,14.792361111111116,99.09027777777777,11.3,14.1,10.8,90.0,25.6,17.9,24.5,100.0
2018-01-06,14.555555555555559,15.747916666666672,13.25416666666667,100.0,11.4,13.5,9.9,100.0,26.0,17.1,23.6,100.0,16.55277777777778,16.268749999999997,15.315972222222216,98.46527777777777,11.4,14.8,10.9,83.0,30.5,18.9,27.2,100.0,15.965277777777768,16.176388888888884,14.62152777777778,99.24305555555556,11.5,15.0,10.7,90.0,27.2,18.3,25.4,100.0
2018-01-07,15.549305555555561,15.905555555555544,13.804166666666667,99.53472222222223,11.4,14.8,9.6,88.0,27.5,17.9,25.0,100.0,14.555555555555559,15.747916666666672,13.25416666666667,100.0,11.4,13.5,9.9,100.0,26.0,17.1,23.6,100.0,16.55277777777778,16.268749999999997,15.315972222222216,98.46527777777777,11.4,14.8,10.9,83.0,30.5,18.9,27.2,100.0
2018-01-08,16.172222222222224,16.039583333333322,14.388888888888895,98.52777777777777,11.2,14.7,9.8,80.0,29.3,18.3,25.3,100.0,15.549305555555561,15.905555555555544,13.804166666666667,99.53472222222223,11.4,14.8,9.6,88.0,27.5,17.9,25.0,100.0,14.555555555555559,15.747916666666672,13.25416666666667,100.0,11.4,13.5,9.9,100.0,26.0,17.1,23.6,100.0
2018-01-09,12.74583333333333,15.220138888888888,10.987500000000002,100.0,11.3,14.9,9.5,100.0,16.1,15.7,14.4,100.0,16.172222222222224,16.039583333333322,14.388888888888895,98.52777777777777,11.2,14.7,9.8,80.0,29.3,18.3,25.3,100.0,15.549305555555561,15.905555555555544,13.804166666666667,99.53472222222223,11.4,14.8,9.6,88.0,27.5,17.9,25.0,100.0
2018-01-10,15.259027777777769,15.633333333333342,13.193055555555553,98.39583333333333,11.3,14.6,9.3,84.0,26.3,17.6,23.1,100.0,12.74583333333333,15.220138888888888,10.987500000000002,100.0,11.3,14.9,9.5,100.0,16.1,15.7,14.4,100.0,16.172222222222224,16.039583333333322,14.388888888888895,98.52777777777777,11.2,14.7,9.8,80.0,29.3,18.3,25.3,100.0
2018-01-11,15.950694444444439,15.946527777777781,14.133333333333331,97.79861111111111,11.1,14.6,9.3,79.0,29.2,17.9,25.0,100.0,15.259027777777769,15.633333333333342,13.193055555555553,98.39583333333333,11.3,14.6,9.3,84.0,26.3,17.6,23.1,100.0,12.74583333333333,15.220138888888888,10.987500000000002,100.0,11.3,14.9,9.5,100.0,16.1,15.7,14.4,100.0
2018-01-12,15.502777777777775,15.871527777777775,13.918055555555558,98.57638888888889,11.0,14.8,9.6,85.0,26.3,17.9,23.1,100.0,15.950694444444439,15.946527777777781,14.133333333333331,97.79861111111111,11.1,14.6,9.3,79.0,29.2,17.9,25.0,100.0,15.259027777777769,15.633333333333342,13.193055555555553,98.39583333333333,11.3,14.6,9.3,84.0,26.3,17.6,23.1,100.0
2018-01-13,15.764583333333333,15.537500000000007,14.378472222222213,97.11111111111111,11.1,11.2,10.2,81.0,31.2,17.7,24.8,100.0,15.502777777777775,15.871527777777775,13.918055555555558,98.57638888888889,11.0,14.8,9.6,85.0,26.3,17.9,23.1,100.0,15.950694444444439,15.946527777777781,14.133333333333331,97.79861111111111,11.1,14.6,9.3,79.0,29.2,17.9,25.0,100.0
2018-01-14,15.990972222222224,15.882638888888884,14.579166666666671,97.27777777777777,11.2,14.5,10.3,76.0,30.2,18.3,27.9,100.0,15.764583333333333,15.537500000000007,14.378472222222213,97.11111111111111,11.1,11.2,10.2,81.0,31.2,17.7,24.8,100.0,15.502777777777775,15.871527777777775,13.918055555555558,98.57638888888889,11.0,14.8,9.6,85.0,26.3,17.9,23.1,100.0
2018-01-15,16.51111111111111,16.181250000000002,15.008333333333333,96.9375,11.0,14.6,10.2,77.0,32.3,18.9,29.5,100.0,15.990972222222224,15.882638888888884,14.579166666666671,97.27777777777777,11.2,14.5,10.3,76.0,30.2,18.3,27.9,100.0,15.764583333333333,15.537500000000007,14.378472222222213,97.11111111111111,11.1,11.2,10.2,81.0,31.2,17.7,24.8,100.0
2018-01-16,16.456944444444442,16.354861111111106,15.202083333333329,97.61805555555556,11.2,14.8,10.1,82.0,28.2,18.8,25.6,100.0,16.51111111111111,16.181250000000002,15.008333333333333,96.9375,11.0,14.6,10.2,77.0,32.3,18.9,29.5,100.0,15.990972222222224,15.882638888888884,14.579166666666671,97.27777777777777,11.2,14.5,10.3,76.0,30.2,18.3,27.9,100.0
2018-01-17,16.652777777777775,16.068749999999998,15.122916666666669,99.27083333333333,11.2,11.8,10.1,90.0,26.7,18.3,23.7,100.0,16.456944444444442,16.354861111111106,15.202083333333329,97.61805555555556,11.2,14.8,10.1,82.0,28.2,18.8,25.6,100.0,16.51111111111111,16.181250000000002,15.008333333333333,96.9375,11.0,14.6,10.2,77.0,32.3,18.9,29.5,100.0
2018-01-18,14.034722222222225,15.654166666666665,12.482638888888891,100.0,12.2,15.1,11.0,100.0,18.2,16.3,15.8,100.0,16.652777777777775,16.068749999999998,15.122916666666669,99.27083333333333,11.2,11.8,10.1,90.0,26.7,18.3,23.7,100.0,16.456944444444442,16.354861111111106,15.202083333333329,97.61805555555556,11.2,14.8,10.1,82.0,28.2,18.8,25.6,100.0
2018-01-19,17.32638888888889,16.46319444444444,15.161805555555569,97.625,11.9,14.9,10.1,81.0,28.4,18.6,24.3,100.0,14.034722222222225,15.654166666666665,12.482638888888891,100.0,12.2,15.1,11.0,100.0,18.2,16.3,15.8,100.0,16.652777777777775,16.068749999999998,15.122916666666669,99.27083333333333,11.2,11.8,10.1,90.0,26.7,18.3,23.7,100.0
2018-01-20,17.33125,16.786805555555553,15.488194444444442,97.20833333333333,11.7,15.3,10.1,80.0,30.8,19.1,27.7,100.0,17.32638888888889,16.46319444444444,15.161805555555569,97.625,11.9,14.9,10.1,81.0,28.4,18.6,24.3,100.0,14.034722222222225,15.654166666666665,12.482638888888891,100.0,12.2,15.1,11.0,100.0,18.2,16.3,15.8,100.0
2018-01-21,16.72152777777778,16.575694444444448,15.135416666666666,97.1875,11.1,15.1,10.0,77.0,28.8,18.7,25.6,100.0,17.33125,16.786805555555553,15.488194444444442,97.20833333333333,11.7,15.3,10.1,80.0,30.8,19.1,27.7,100.0,17.32638888888889,16.46319444444444,15.161805555555569,97.625,11.9,14.9,10.1,81.0,28.4,18.6,24.3,100.0
2018-01-22,16.570833333333336,16.52847222222223,14.909027777777775,98.29861111111111,11.7,15.2,10.3,87.0,26.7,18.5,23.8,100.0,16.72152777777778,16.575694444444448,15.135416666666666,97.1875,11.1,15.1,10.0,77.0,28.8,18.7,25.6,100.0,17.33125,16.786805555555553,15.488194444444442,97.20833333333333,11.7,15.3,10.1,80.0,30.8,19.1,27.7,100.0
2018-01-23,13.360416666666667,15.125000000000004,11.227083333333333,100.0,11.4,13.5,8.2,100.0,20.3,16.4,17.7,100.0,16.570833333333336,16.52847222222223,14.909027777777775,98.29861111111111,11.7,15.2,10.3,87.0,26.7,18.5,23.8,100.0,16.72152777777778,16.575694444444448,15.135416666666666,97.1875,11.1,15.1,10.0,77.0,28.8,18.7,25.6,100.0
2018-01-24,15.23888888888888,15.227083333333338,12.692361111111115,98.67361111111111,11.4,13.4,7.9,80.0,29.8,19.4,25.6,100.0,13.360416666666667,15.125000000000004,11.227083333333333,100.0,11.4,13.5,8.2,100.0,20.3,16.4,17.7,100.0,16.570833333333336,16.52847222222223,14.909027777777775,98.29861111111111,11.7,15.2,10.3,87.0,26.7,18.5,23.8,100.0
2018-01-25,15.613194444444446,15.20902777777777,13.646527777777775,99.88888888888889,11.2,12.5,9.8,96.0,27.7,17.6,23.7,100.0,15.23888888888888,15.227083333333338,12.692361111111115,98.67361111111111,11.4,13.4,7.9,80.0,29.8,19.4,25.6,100.0,13.360416666666667,15.125000000000004,11.227083333333333,100.0,11.4,13.5,8.2,100.0,20.3,16.4,17.7,100.0
