date,disease,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,T20_min_x,ST_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x,housa_x,T20_mean_y,ST_mean_y,T60_mean_y,H_mean_y,T20_min_y,ST_min_y,T60_min_y,H_min_y,T20_max_y,ST_max_y,T60_max_y,H_max_y,housa_y,T20_mean_z,ST_mean_z,T60_mean_z,H_mean_z,T20_min_z,ST_min_z,T60_min_z,H_min_z,T20_max_z,ST_max_z,T60_max_z,H_max_z,housa_z,days
2018-04-10,0,16.50208333,16.72986111,15.92986111,76.59236111,4.9,13.1,5.6,35.8,35.9,20.5,32.1,93.4,2.7781805464489997,16.24027778,17.23402778,15.71597222,71.50694444,7.6,14.6,8.2,25.7,29.8,20.2,25.6,93.8,3.343632909959892,17.825,18.73263889,17.57083333,81.55833333,10.2,16.4,10.7,35.4,25.6,20.6,23.9,99.6,2.386306274657213,1.0
2018-04-11,0,19.44791667,17.96319444,18.67222222,69.425,8.4,14.4,9.0,20.6,35.8,22.0,32.7,94.7,4.190183319029487,16.50208333,16.72986111,15.92986111,76.59236111,4.9,13.1,5.6,35.8,35.9,20.5,32.1,93.4,2.7781805464489997,16.24027778,17.23402778,15.71597222,71.50694444,7.6,14.6,8.2,25.7,29.8,20.2,25.6,93.8,3.343632909959892,2.0
2018-04-12,0,17.70347222,17.66319444,17.41041667,94.09513889,12.2,16.2,12.6,86.7,23.9,18.8,22.7,100.0,0.7576817736845416,19.44791667,17.96319444,18.67222222,69.425,8.4,14.4,9.0,20.6,35.8,22.0,32.7,94.7,4.190183319029487,16.50208333,16.72986111,15.92986111,76.59236111,4.9,13.1,5.6,35.8,35.9,20.5,32.1,93.4,2.7781805464489997,3.0
2018-04-13,0,21.66111111,19.69930556,20.82083333,77.93333333,13.4,17.3,13.8,25.4,34.0,22.8,29.6,100.0,3.378333587633971,17.70347222,17.66319444,17.41041667,94.09513889,12.2,16.2,12.6,86.7,23.9,18.8,22.7,100.0,0.7576817736845416,19.44791667,17.96319444,18.67222222,69.425,8.4,14.4,9.0,20.6,35.8,22.0,32.7,94.7,4.190183319029487,4.0
2018-04-14,0,19.39375,18.85694444,18.24861111,69.03333333,11.2,16.4,11.7,27.6,31.4,22.2,28.1,95.2,4.151370881247749,21.66111111,19.69930556,20.82083333,77.93333333,13.4,17.3,13.8,25.4,34.0,22.8,29.6,100.0,3.378333587633971,17.70347222,17.66319444,17.41041667,94.09513889,12.2,16.2,12.6,86.7,23.9,18.8,22.7,100.0,0.7576817736845416,5.0
2018-04-15,0,19.325,18.55833333,18.88680556,86.73819444,11.5,16.0,11.8,45.7,32.1,21.8,30.2,99.4,1.8378318327929,19.39375,18.85694444,18.24861111,69.03333333,11.2,16.4,11.7,27.6,31.4,22.2,28.1,95.2,4.151370881247749,21.66111111,19.69930556,20.82083333,77.93333333,13.4,17.3,13.8,25.4,34.0,22.8,29.6,100.0,3.378333587633971,6.0
2018-04-16,0,18.92291667,18.95,18.56944444,88.05625,11.3,16.7,11.8,47.2,27.6,20.9,25.4,100.0,1.6281264149975148,19.325,18.55833333,18.88680556,86.73819444,11.5,16.0,11.8,45.7,32.1,21.8,30.2,99.4,1.8378318327929,19.39375,18.85694444,18.24861111,69.03333333,11.2,16.4,11.7,27.6,31.4,22.2,28.1,95.2,4.151370881247749,7.0
2018-04-17,0,19.02291667,18.40902778,18.27777778,74.15694444,9.4,15.1,10.0,35.8,31.9,21.6,29.0,96.0,3.4697704165224343,18.92291667,18.95,18.56944444,88.05625,11.3,16.7,11.8,47.2,27.6,20.9,25.4,100.0,1.6281264149975148,19.325,18.55833333,18.88680556,86.73819444,11.5,16.0,11.8,45.7,32.1,21.8,30.2,99.4,1.8378318327929,8.0
2018-04-18,0,17.56875,18.00763889,17.30555556,92.90694444,13.6,16.7,13.7,63.9,27.0,20.1,26.0,99.8,0.905155259795004,19.02291667,18.40902778,18.27777778,74.15694444,9.4,15.1,10.0,35.8,31.9,21.6,29.0,96.0,3.4697704165224343,18.92291667,18.95,18.56944444,88.05625,11.3,16.7,11.8,47.2,27.6,20.9,25.4,100.0,1.6281264149975148,9.0
2018-04-19,0,19.14652778,18.57569444,18.6,84.26527778,12.7,16.7,13.3,50.0,31.9,21.2,28.5,100.0,2.1483060358999744,17.56875,18.00763889,17.30555556,92.90694444,13.6,16.7,13.7,63.9,27.0,20.1,26.0,99.8,0.905155259795004,19.02291667,18.40902778,18.27777778,74.15694444,9.4,15.1,10.0,35.8,31.9,21.6,29.0,96.0,3.4697704165224343,10.0
2018-04-20,0,20.19305556,19.10416667,19.45416667,77.22569444,11.1,15.9,11.6,38.0,31.9,23.1,28.7,97.3,3.2501311758593334,19.14652778,18.57569444,18.6,84.26527778,12.7,16.7,13.3,50.0,31.9,21.2,28.5,100.0,2.1483060358999744,17.56875,18.00763889,17.30555556,92.90694444,13.6,16.7,13.7,63.9,27.0,20.1,26.0,99.8,0.905155259795004,11.0
2018-04-21,0,21.19166667,19.84027778,20.39166667,70.46319444,11.6,16.5,12.1,36.7,32.8,23.1,29.8,95.2,4.423642454994419,20.19305556,19.10416667,19.45416667,77.22569444,11.1,15.9,11.6,38.0,31.9,23.1,28.7,97.3,3.2501311758593334,19.14652778,18.57569444,18.6,84.26527778,12.7,16.7,13.3,50.0,31.9,21.2,28.5,100.0,2.1483060358999744,12.0
2018-04-22,0,22.14166667,20.42847222,21.20208333,73.05208333,12.4,16.6,12.6,38.0,35.9,25.2,32.0,95.3,4.206781854563522,21.19166667,19.84027778,20.39166667,70.46319444,11.6,16.5,12.1,36.7,32.8,23.1,29.8,95.2,4.423642454994419,20.19305556,19.10416667,19.45416667,77.22569444,11.1,15.9,11.6,38.0,31.9,23.1,28.7,97.3,3.2501311758593334,13.0
